"props_pageProps_address_buildings_0_bathroomCondition","props_pageProps_address_buildings_0_buildingName","props_pageProps_address_buildings_0_externalWallMaterial","props_pageProps_address_buildings_0_heatingInstallation","props_pageProps_address_buildings_0_housingArea","props_pageProps_address_buildings_0_kitchenCondition","props_pageProps_address_buildings_0_numberOfFloors","props_pageProps_address_buildings_0_numberOfToilets","props_pageProps_address_buildings_0_roofingMaterial","props_pageProps_address_buildings_0_toiletCondition","props_pageProps_address_buildings_0_yearBuilt","props_pageProps_address_municipality_name","props_pageProps_address_coordinates_lat","props_pageProps_address_coordinates_lon","props_pageProps_address_events_0_at","props_pageProps_address_events_0_label","props_pageProps_dataLayer_virtualPagePath","props_pageProps_dataLayer_detailMetaData"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.88722","12.495754","2023-01-23T12:13:20.547907Z","Af markedet","/adresse/ahornvej-3b-1-tv-2970-hoersholm-02230102__3b__1__tv","value:1050000|sqm:69|lastPrice:1875000|sqmPr:27173|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","57.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.88722","12.495754","2002-06-11T00:00:00Z","Fri handel","/adresse/ahornvej-3b-2-th-2970-hoersholm-02230102__3b__2__th","value:900000|sqm:57|lastPrice:1079330|sqmPr:18935|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.88722","12.495754","2020-06-02T11:04:47.017Z","Af markedet","/adresse/ahornvej-3b-2-tv-2970-hoersholm-02230102__3b__2__tv","value:1050000|sqm:69|lastPrice:1650000|sqmPr:23913|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","57.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2019-07-05T00:00:00Z","Familiehandel","/adresse/ahornvej-3c-0-th-2970-hoersholm-02230102__3c_st__th","value:890000|sqm:57|lastPrice:756500|sqmPr:13271|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2009-03-14T00:30:25.36Z","Af markedet","/adresse/ahornvej-3c-0-tv-2970-hoersholm-02230102__3c_st__tv","value:1050000|sqm:69|lastPrice:1200000|sqmPr:17391|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","57.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2011-01-31T18:26:59.167Z","Af markedet","/adresse/ahornvej-3c-1-th-2970-hoersholm-02230102__3c__1__th","value:900000|sqm:57|lastPrice:1000000|sqmPr:17543|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2009-12-17T14:42:01.173Z","Af markedet","/adresse/ahornvej-3c-1-tv-2970-hoersholm-02230102__3c__1__tv","value:1050000|sqm:69|lastPrice:1500000|sqmPr:21739|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","57.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2010-10-25T01:24:30.127Z","Af markedet","/adresse/ahornvej-3c-2-th-2970-hoersholm-02230102__3c__2__th","value:900000|sqm:57|lastPrice:850000|sqmPr:14912|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887325","12.495727","2022-02-07T00:00:00Z","Fri handel","/adresse/ahornvej-3c-2-tv-2970-hoersholm-02230102__3c__2__tv","value:1050000|sqm:69|lastPrice:2495000|sqmPr:36159|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","59.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","1992-12-16T00:00:00Z","Fri handel","/adresse/ahornvej-3d-0-th-2970-hoersholm-02230102__3d_st__th","value:910000|sqm:59|lastPrice:470000|sqmPr:7966|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","2011-11-04T07:00:29.043Z","Af markedet","/adresse/ahornvej-3d-0-tv-2970-hoersholm-02230102__3d_st__tv","value:1050000|sqm:69|lastPrice:1200000|sqmPr:17391|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","59.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","2023-10-12T13:52:48.668948Z","Af markedet","/adresse/ahornvej-3d-1-th-2970-hoersholm-02230102__3d__1__th","value:930000|sqm:59|lastPrice:1995000|sqmPr:33813|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","1981-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-3d-1-tv-2970-hoersholm-02230102__3d__1__tv","value:1050000|sqm:69|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","59.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","2020-12-07T17:15:23.373Z","Af markedet","/adresse/ahornvej-3d-2-th-2970-hoersholm-02230102__3d__2__th","value:930000|sqm:59|lastPrice:1530000|sqmPr:25932|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","69.0","Eget køkken med afløb","3.0","1.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Hørsholm","55.887455","12.495621","2017-10-02T13:39:14.343Z","Af markedet","/adresse/ahornvej-3d-2-tv-2970-hoersholm-02230102__3d__2__tv","value:1050000|sqm:69|lastPrice:1575000|sqmPr:22826|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888035","12.496043","1979-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-4a-0-2970-hoersholm-02230102__4a_st____","value:960000|sqm:63|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888103","12.496027","2005-02-15T00:00:00Z","Fri handel","/adresse/ahornvej-4b-0-2970-hoersholm-02230102__4b_st____","value:960000|sqm:63|lastPrice:1395000|sqmPr:22142|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.88804","12.496124","2014-10-27T14:08:03.597Z","Af markedet","/adresse/ahornvej-4c-0-2970-hoersholm-02230102__4c_st____","value:960000|sqm:63|lastPrice:1415000|sqmPr:22460|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888107","12.49613","2008-01-21T00:00:00Z","Fri handel","/adresse/ahornvej-4d-0-2970-hoersholm-02230102__4d_st____","value:960000|sqm:63|lastPrice:1795000|sqmPr:28492|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888042","12.496203","2022-06-14T12:27:08.520027Z","Af markedet","/adresse/ahornvej-4e-0-2970-hoersholm-02230102__4e_st____","value:960000|sqm:63|lastPrice:2060000|sqmPr:32698|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.88811","12.496249","2012-09-18T08:09:01.547Z","Af markedet","/adresse/ahornvej-4f-1-2970-hoersholm-02230102__4f__1____","value:960000|sqm:63|lastPrice:800000|sqmPr:12698|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888046","12.496307","2020-09-16T00:00:00Z","Familiehandel","/adresse/ahornvej-4g-1-2970-hoersholm-02230102__4g__1____","value:960000|sqm:63|lastPrice:960000|sqmPr:15238|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.88812","12.496349","2023-02-21T08:57:08.89916Z","Af markedet","/adresse/ahornvej-4h-1-2970-hoersholm-02230102__4h__1____","value:960000|sqm:63|lastPrice:1875000|sqmPr:29761|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888123","12.496477","2023-07-17T11:55:51.047981Z","På markedet","/adresse/ahornvej-4j-1-2970-hoersholm-02230102__4j__1____?udbud=e4564f45-023c-4532-ac75-9f72c34f5388","pay:100000|sqmPr:31667|sqm:|floor:1|rooms:2|fees:4205|built:1979"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","63.0","Eget køkken med afløb","2.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Hørsholm","55.888054","12.496498","2022-10-02T13:57:43.304276Z","Af markedet","/adresse/ahornvej-4k-1-2970-hoersholm-02230102__4k__1____","value:960000|sqm:63|lastPrice:1815000|sqmPr:28809|rooms:"
"","Udhus","Træ","","","","","","Tegl","","2007.0","Hørsholm","55.887466","12.494917","","","/adresse/ahornvej-7--1-2970-hoersholm-02230102___7_kl____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-0-th-2970-hoersholm-02230102___7_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-0-tv-2970-hoersholm-02230102___7_st__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-1-th-2970-hoersholm-02230102___7__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-1-tv-2970-hoersholm-02230102___7__1__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-2-th-2970-hoersholm-02230102___7__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887466","12.494917","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-7-2-tv-2970-hoersholm-02230102___7__2__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-0-th-2970-hoersholm-02230102___9_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-0-tv-2970-hoersholm-02230102___9_st__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-1-th-2970-hoersholm-02230102___9__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-1-tv-2970-hoersholm-02230102___9__1__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-2-th-2970-hoersholm-02230102___9__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.88733","12.494951","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-9-2-tv-2970-hoersholm-02230102___9__2__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-0-th-2970-hoersholm-02230102__11_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-0-tv-2970-hoersholm-02230102__11_st__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-1-th-2970-hoersholm-02230102__11__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-1-tv-2970-hoersholm-02230102__11__1__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-2-th-2970-hoersholm-02230102__11__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887203","12.494984","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-11-2-tv-2970-hoersholm-02230102__11__2__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-0-th-2970-hoersholm-02230102__13_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-0-tv-2970-hoersholm-02230102__13_st__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-1-th-2970-hoersholm-02230102__13__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-1-tv-2970-hoersholm-02230102__13__1__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-2-th-2970-hoersholm-02230102__13__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887077","12.495015","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-13-2-tv-2970-hoersholm-02230102__13__2__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-0-th-2970-hoersholm-02230102__15_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-0-tv-2970-hoersholm-02230102__15_st__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-1-th-2970-hoersholm-02230102__15__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-1-tv-2970-hoersholm-02230102__15__1__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-2-th-2970-hoersholm-02230102__15__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.886963","12.495044","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-15-2-tv-2970-hoersholm-02230102__15__2__tv","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-0-th-2970-hoersholm-02230102__17_st__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","86.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-0-tv-2970-hoersholm-02230102__17_st__tv","value:|sqm:86|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-1-th-2970-hoersholm-02230102__17__1__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","86.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-1-tv-2970-hoersholm-02230102__17__1__tv","value:|sqm:86|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","75.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-2-th-2970-hoersholm-02230102__17__2__th","value:|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","86.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","1966.0","Hørsholm","55.887516","12.494219","1966-01-01T00:00:00Z","Byggeår","/adresse/ahornvej-17-2-tv-2970-hoersholm-02230102__17__2__tv","value:|sqm:86|lastPrice:|sqmPr:|rooms:"
