props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,122.0,Eget køkken med afløb,1.0,3.0,Tegl,Vandskyllende toilet i enheden,1948.0,Gentofte,55.73587,12.570154,2008-10-15T00:00:00Z,Fri handel,/adresse/aurehoejvej-22d-2900-hellerup-01570026_22d_______,value:4550000|sqm:122|lastPrice:6200000|sqmPr:50819|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,251.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.735104,12.569355,1997-06-29T00:00:00Z,Fri handel,/adresse/aurehoejvej-23-2900-hellerup-01570026__23_______,value:7450000|sqm:251|lastPrice:3458000|sqmPr:13776|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,369.0,Adgang til fælles køkken,2.0,5.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1893.0,Gentofte,55.73563,12.569429,2015-02-07T07:07:20.663Z,Af markedet,/adresse/aurehoejvej-24-2900-hellerup-01570026__24_______,value:18100000|sqm:369|lastPrice:33000000|sqmPr:89430|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,261.0,Eget køkken med afløb,1.0,3.0,Metal,Vandskyllende toilet i enheden,1898.0,Gentofte,55.735344,12.568231,2003-04-01T00:00:00Z,Fri handel,/adresse/aurehoejvej-25-2900-hellerup-01570026__25_______,value:7700000|sqm:261|lastPrice:5310000|sqmPr:20344|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,127.0,Eget køkken med afløb,1.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1959.0,Gentofte,55.735542,12.56901,1959-01-01T00:00:00Z,Byggeår,/adresse/aurehoejvej-26a-2900-hellerup-01570026_26a_______,value:9976000|sqm:127|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,239.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.73575,12.568742,1995-03-21T00:00:00Z,Fri handel,/adresse/aurehoejvej-26b-0-2900-hellerup-01570026_26b_st____,value:5850000|sqm:239|lastPrice:1518860|sqmPr:6355|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,160.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.73582,12.568695,2017-12-23T07:01:38.05Z,Af markedet,/adresse/aurehoejvej-26c-1-2900-hellerup-01570026_26c__1____,value:3900000|sqm:160|lastPrice:8450000|sqmPr:52812|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,2.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.73582,12.568695,2023-01-01T12:46:50.05607Z,Af markedet,/adresse/aurehoejvej-26c-2-2900-hellerup-01570026_26c__2____,value:2550000|sqm:128|lastPrice:6700000|sqmPr:52343|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,345.0,Eget køkken med afløb,2.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.73564,12.568281,2012-11-20T14:20:57.777Z,Af markedet,/adresse/aurehoejvej-28-2900-hellerup-01570026__28_______,value:8300000|sqm:345|lastPrice:8500000|sqmPr:24637|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,248.0,Eget køkken med afløb,1.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1896.0,Gentofte,55.73568,12.567848,2022-04-29T14:07:12.009942Z,Af markedet,/adresse/aurehoejvej-30-2900-hellerup-01570026__30_______,value:16771000|sqm:248|lastPrice:26300000|sqmPr:106048|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,171.0,Eget køkken med afløb,2.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.73559,12.572772,2018-05-09T07:15:43.37Z,Af markedet,/adresse/aurevang-3-2900-hellerup-01570027___3_______,value:4650000|sqm:171|lastPrice:8950000|sqmPr:52339|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,134.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.73559,12.573257,2005-07-06T00:00:00Z,Fri handel,/adresse/aurevang-4-2900-hellerup-01570027___4_______,value:4250000|sqm:134|lastPrice:4937500|sqmPr:36847|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,165.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.735737,12.572786,1939-01-01T00:00:00Z,Byggeår,/adresse/aurevang-5-2900-hellerup-01570027___5_______,value:4650000|sqm:165|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,135.0,Eget køkken med afløb,2.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.735725,12.57327,2004-01-13T00:00:00Z,Familiehandel,/adresse/aurevang-6-2900-hellerup-01570027___6_______,value:4350000|sqm:135|lastPrice:2252500|sqmPr:16685|rooms:
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,165.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.7358,12.572792,2023-10-16T13:23:46.977862Z,Prisfald,/adresse/aurevang-7-2900-hellerup-01570027___7_______?udbud=f8b5a61e-ca98-4be0-ada6-b89b368915c6,pay:600000|sqmPr:59512|sqm:291|floor:|rooms:6|fees:6190|built:1939
Badeværelse i enheden,Dobbelthus,Mursten,Fjernvarme/blokvarme,136.0,Eget køkken med afløb,2.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1939.0,Gentofte,55.735783,12.573276,2023-04-11T00:00:00Z,Familiehandel,/adresse/aurevang-8-2900-hellerup-01570027___8_______,value:4450000|sqm:136|lastPrice:3138900|sqmPr:23080|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,187.0,Eget køkken med afløb,1.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2015.0,Gentofte,55.76337,12.527471,2015-01-01T00:00:00Z,Byggeår,/adresse/avnsoevej-3-2820-gentofte-01570028___3_______,value:5550000|sqm:187|lastPrice:1983025|sqmPr:10604|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,127.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1937.0,Gentofte,55.76337,12.527982,1937-01-01T00:00:00Z,Byggeår,/adresse/avnsoevej-4-2820-gentofte-01570028___4_______,value:6736000|sqm:127|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Varmepumpe,170.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1939.0,Gentofte,55.76361,12.527979,2002-06-14T00:00:00Z,Fri handel,/adresse/avnsoevej-6-2820-gentofte-01570028___6_______,value:8648000|sqm:170|lastPrice:3995000|sqmPr:23500|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,135.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1939.0,Gentofte,55.763557,12.527546,2020-01-24T23:35:34.31Z,Af markedet,/adresse/avnsoevej-7-2820-gentofte-01570028___7_______,value:7328000|sqm:135|lastPrice:7050000|sqmPr:52222|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,199.0,Eget køkken med afløb,1.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1957.0,Gentofte,55.76386,12.527985,2020-07-19T22:21:56.08Z,Af markedet,/adresse/avnsoevej-8-2820-gentofte-01570028___8_______,value:8101000|sqm:199|lastPrice:8250000|sqmPr:41457|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Bindingsværk,Varmepumpe,194.0,Eget køkken med afløb,1.0,3.0,Tegl,Vandskyllende toilet i enheden,1932.0,Gentofte,55.76375,12.527449,2020-04-28T09:43:55.927Z,Af markedet,/adresse/avnsoevej-9-2820-gentofte-01570028___9_______,value:8106000|sqm:194|lastPrice:9050000|sqmPr:46649|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,210.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.763973,12.527436,2020-10-02T09:35:16.663Z,Af markedet,/adresse/avnsoevej-11-2820-gentofte-01570028__11_______,value:10901000|sqm:210|lastPrice:10400000|sqmPr:49523|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,426.0,Eget køkken med afløb,2.0,8.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735558,12.549389,1971-01-01T00:00:00Z,Ombygningsår,/adresse/bakkedal-3-2900-hellerup-01570031___3_______,value:8850000|sqm:426|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,288.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.73598,12.549314,2000-03-31T00:00:00Z,Fri handel,/adresse/bakkedal-4-2900-hellerup-01570031___4_______,value:6550000|sqm:288|lastPrice:1900000|sqmPr:6597|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,160.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1934.0,Gentofte,55.735523,12.549073,2004-03-09T00:00:00Z,Fri handel,/adresse/bakkedal-5a-2900-hellerup-01570031__5a_______,value:7300000|sqm:160|lastPrice:4800000|sqmPr:30000|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,160.0,Eget køkken med afløb,2.0,2.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1934.0,Gentofte,55.735493,12.54896,2004-03-09T00:00:00Z,Fri handel,/adresse/bakkedal-5b-2900-hellerup-01570031__5b_______,value:|sqm:160|lastPrice:4800000|sqmPr:30000|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,206.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735928,12.548871,2020-03-02T19:48:55.047Z,Af markedet,/adresse/bakkedal-6-2900-hellerup-01570031___6_______,value:5550000|sqm:206|lastPrice:8900000|sqmPr:43203|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Betonelementer,Fjernvarme/blokvarme,243.0,Eget køkken med afløb,2.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.735455,12.548621,2023-10-20T08:36:50.016331Z,Af markedet,/adresse/bakkedal-7-2900-hellerup-01570031___7_______,value:6100000|sqm:243|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,143.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735836,12.548597,2012-03-20T00:45:50.023Z,Af markedet,/adresse/bakkedal-8-2900-hellerup-01570031___8_______,value:5150000|sqm:143|lastPrice:5100000|sqmPr:35664|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,221.0,Eget køkken med afløb,1.0,3.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1954.0,Gentofte,55.735413,12.5483055,2009-06-26T18:46:45.513Z,Af markedet,/adresse/bakkedal-9-2900-hellerup-01570031___9_______,value:5800000|sqm:221|lastPrice:6750000|sqmPr:30542|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,182.0,Eget køkken med afløb,2.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.73579,12.54826,1997-11-25T00:00:00Z,Fri handel,/adresse/bakkedal-10-2900-hellerup-01570031__10_______,value:5600000|sqm:182|lastPrice:2645612|sqmPr:14536|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,198.0,Eget køkken med afløb,1.0,3.0,Tegl,Vandskyllende toilet i enheden,1951.0,Gentofte,55.735386,12.54803,2023-10-06T14:43:59.452292Z,Prisfald,/adresse/bakkedal-11-2900-hellerup-01570031__11_______?udbud=0837a1c4-fe54-471e-ad85-d620e5ad1958,pay:550000|sqmPr:44406|sqm:916|floor:|rooms:8|fees:7570|built:1951
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,272.0,Eget køkken med afløb,2.0,4.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1935.0,Gentofte,55.735752,12.547797,1935-01-01T00:00:00Z,Byggeår,/adresse/bakkedal-12-2900-hellerup-01570031__12_______,value:6350000|sqm:272|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,176.0,Eget køkken med afløb,2.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1936.0,Gentofte,55.735306,12.547679,2014-11-26T00:00:00Z,Fri handel,/adresse/bakkedal-13-2900-hellerup-01570031__13_______,value:4650000|sqm:176|lastPrice:6280000|sqmPr:35681|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,180.0,Eget køkken med afløb,1.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.735676,12.547444,2019-04-10T08:48:51.943Z,Af markedet,/adresse/bakkedal-14-2900-hellerup-01570031__14_______,value:5650000|sqm:180|lastPrice:8000000|sqmPr:44444|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,410.0,Eget køkken med afløb,2.0,4.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1938.0,Gentofte,55.73528,12.5472975,2004-11-16T00:00:00Z,Fri handel,/adresse/bakkedal-15-2900-hellerup-01570031__15_______,value:9400000|sqm:410|lastPrice:6950000|sqmPr:16951|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,220.0,Eget køkken med afløb,1.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735195,12.546823,2020-10-10T00:00:01Z,Af markedet,/adresse/bakkedal-17-2900-hellerup-01570031__17_______,value:5550000|sqm:220|lastPrice:13750000|sqmPr:62500|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,121.0,Eget køkken med afløb,1.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735615,12.54705,1933-01-01T00:00:00Z,Byggeår,/adresse/bakkedal-18-2900-hellerup-01570031__18_______,value:5000000|sqm:121|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,178.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.73514,12.546503,1933-01-01T00:00:00Z,Byggeår,/adresse/bakkedal-19-2900-hellerup-01570031__19_______,value:5550000|sqm:178|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,233.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.7356,12.5466,2023-10-04T13:22:57.226785Z,Prisfald,/adresse/bakkedal-20-2900-hellerup-01570031__20_______?udbud=5210b0eb-2604-4423-90d7-dc85d8616e6b,pay:725000|sqmPr:50699|sqm:1103|floor:|rooms:8|fees:8046|built:1933
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,221.0,Eget køkken med afløb,2.0,2.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735123,12.546167,2016-01-31T00:00:00Z,Af markedet,/adresse/bakkedal-21-2900-hellerup-01570031__21_______,value:6450000|sqm:221|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,157.0,Eget køkken med afløb,1.0,3.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735497,12.546149,1995-09-19T00:00:00Z,Fri handel,/adresse/bakkedal-22-2900-hellerup-01570031__22_______,value:5200000|sqm:157|lastPrice:1889000|sqmPr:12031|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,165.0,Eget køkken med afløb,2.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735016,12.545429,1933-01-01T00:00:00Z,Byggeår,/adresse/bakkedal-23-0-2900-hellerup-01570031__23_st____,value:4500000|sqm:165|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,149.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.735016,12.545429,1933-01-01T00:00:00Z,Byggeår,/adresse/bakkedal-23-1-2900-hellerup-01570031__23__1____,value:3950000|sqm:149|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,204.0,Eget køkken med afløb,1.0,3.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.73551,12.545816,2017-06-23T00:00:00Z,Familiehandel,/adresse/bakkedal-24-2900-hellerup-01570031__24_______,value:5550000|sqm:204|lastPrice:1769063|sqmPr:8671|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,301.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1933.0,Gentofte,55.734924,12.545099,1979-01-01T00:00:00Z,Ombygningsår,/adresse/bakkedal-25-2900-hellerup-01570031__25_______,value:5900000|sqm:301|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,221.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1933.0,Gentofte,55.73545,12.545473,1996-04-21T00:00:00Z,Fri handel,/adresse/bakkedal-26-2900-hellerup-01570031__26_______,value:5900000|sqm:221|lastPrice:2242000|sqmPr:10144|rooms:
,,,,,,,,,,,Gentofte,55.734905,12.544715,2019-12-17T00:00:01Z,Af markedet,/adresse/bakkedal-27-2900-hellerup-01570031__27_______,value:6950000|sqm:|lastPrice:8865000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,187.0,Eget køkken med afløb,2.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.73541,12.54515,1997-01-01T00:00:00Z,Ombygningsår,/adresse/bakkedal-28-0-2900-hellerup-01570031__28_st____,value:4500000|sqm:187|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,124.0,Eget køkken med afløb,2.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.73541,12.54515,2020-07-13T11:05:17.213Z,Af markedet,/adresse/bakkedal-28-1-2900-hellerup-01570031__28__1____,value:3600000|sqm:124|lastPrice:3700000|sqmPr:29838|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,145.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1942.0,Gentofte,55.74478,12.524415,2007-05-10T00:00:00Z,Fri handel,/adresse/bakkevaenget-1-2820-gentofte-01570032___1_______,value:3850000|sqm:145|lastPrice:4900000|sqmPr:33793|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,145.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1942.0,Gentofte,55.744976,12.524401,1995-03-24T00:00:00Z,Fri handel,/adresse/bakkevaenget-3-2820-gentofte-01570032___3_______,value:3900000|sqm:145|lastPrice:1357850|sqmPr:9364|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,173.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1942.0,Gentofte,55.745144,12.524383,2011-03-08T00:00:00Z,Fri handel,/adresse/bakkevaenget-5-2820-gentofte-01570032___5_______,value:4100000|sqm:173|lastPrice:5100000|sqmPr:29479|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,167.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1939.0,Gentofte,55.744926,12.524842,2002-12-18T00:00:00Z,Fri handel,/adresse/bakkevaenget-6-2820-gentofte-01570032___6_______,value:4250000|sqm:167|lastPrice:3079590|sqmPr:18440|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,174.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1952.0,Gentofte,55.745327,12.524366,1952-01-01T00:00:00Z,Byggeår,/adresse/bakkevaenget-7-2820-gentofte-01570032___7_______,value:4100000|sqm:174|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,131.0,Eget køkken med afløb,1.0,2.0,Andet materiale,Vandskyllende toilet i enheden,1945.0,Gentofte,55.745502,12.524312,2022-01-17T18:11:00.267Z,Af markedet,/adresse/bakkevaenget-9-2820-gentofte-01570032___9_______,value:3900000|sqm:131|lastPrice:8000000|sqmPr:61068|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,140.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1950.0,Gentofte,55.745697,12.524323,1993-10-01T00:00:00Z,Fri handel,/adresse/bakkevaenget-9a-2820-gentofte-01570032__9a_______,value:3950000|sqm:140|lastPrice:1085000|sqmPr:7750|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,166.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1939.0,Gentofte,55.74568,12.524785,1992-10-29T00:00:00Z,Fri handel,/adresse/bakkevaenget-10-2820-gentofte-01570032__10_______,value:4400000|sqm:166|lastPrice:1025000|sqmPr:6174|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,125.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,1941.0,Gentofte,55.746014,12.524298,2011-09-16T07:00:29.82Z,Af markedet,/adresse/bakkevaenget-11-2820-gentofte-01570032__11_______,value:3850000|sqm:125|lastPrice:4875000|sqmPr:39000|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,120.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1940.0,Gentofte,55.746384,12.524228,2002-02-18T00:00:00Z,Fri handel,/adresse/bakkevaenget-13-0-2820-gentofte-01570032__13_st____,value:|sqm:120|lastPrice:1873231|sqmPr:15610|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,1940.0,Gentofte,55.746384,12.524228,2002-02-18T00:00:00Z,Fri handel,/adresse/bakkevaenget-13-1-2820-gentofte-01570032__13__1____,value:|sqm:104|lastPrice:1873231|sqmPr:18011|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,162.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1937.0,Gentofte,55.747643,12.524141,1937-01-01T00:00:00Z,Byggeår,/adresse/bakkevaenget-21-2820-gentofte-01570032__21_______,value:4050000|sqm:162|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Centralvarme med én fyringsenhed,90.0,Eget køkken med afløb,1.0,1.0,Tegl,Vandskyllende toilet i enheden,1930.0,Gentofte,55.737175,12.539097,2007-12-20T00:00:00Z,Familiehandel,/adresse/baldrianvej-3-2900-hellerup-01570033___3_______,value:3823000|sqm:90|lastPrice:2400000|sqmPr:26666|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,118.0,Eget køkken med afløb,1.0,2.0,Tegl,Vandskyllende toilet i enheden,1930.0,Gentofte,55.737206,12.538781,2022-07-09T09:49:58.40966Z,Af markedet,/adresse/baldrianvej-5-2900-hellerup-01570033___5_______,value:4950000|sqm:118|lastPrice:7650000|sqmPr:64830|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,144.0,Eget køkken med afløb,2.0,3.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1934.0,Gentofte,55.737507,12.5386505,2017-11-20T00:00:00Z,Familiehandel,/adresse/baldrianvej-6-2900-hellerup-01570033___6_______,value:6117000|sqm:144|lastPrice:2650000|sqmPr:18402|rooms:
